Frequency [Hz],PSD [microns/s^2]^2/Hz
0.329384789867862,1.63417710735523e-19
0.32999221985136,1.6353175341865e-19
0.330600770017684,1.6364856041035e-19
0.331210442432602,1.63768127941632e-19
0.331821239165693,1.63890452265093e-19
0.33243316229035,1.64015529654762e-19
0.333046213883793,1.64143356405955e-19
0.333660396027068,1.64273928835114e-19
0.334275710805063,1.64407243279666e-19
0.334892160306509,1.6454329609786e-19
0.335509746623989,1.64682083668627e-19
0.336128471853946,1.64823602391417e-19
0.336748338096686,1.64967848686058e-19
0.337369347456393,1.65114818992595e-19
0.337991502041127,1.65264509771147e-19
0.338614803962839,1.65416917501749e-19
0.339239255337372,1.65572038684205e-19
0.339864858284472,1.65729869837931e-19
0.340491614927795,1.65890407501813e-19
0.341119527394912,1.66053648234045e-19
0.341748597817317,1.66219588611988e-19
0.342378828330438,1.66388225232007e-19
0.343010221073637,1.66559554709331e-19
0.343642778190223,1.66733573677896e-19
0.344276501827459,1.66910278790195e-19
0.344911394136565,1.67089666717126e-19
0.345547457272731,1.67271734147841e-19
0.346184693395118,1.67456477789597e-19
0.346823104666873,1.67643894367603e-19
0.347462693255128,1.67833980624865e-19
0.348103461331015,1.68026733322046e-19
0.348745411069667,1.68222149237303e-19
0.349388544650231,1.68420225166142e-19
0.35003286425587,1.68620957921267e-19
0.350678372073775,1.68824344332427e-19
0.351325070295169,1.69030381246267e-19
0.351972961115316,1.69239065526173e-19
0.352622046733531,1.69450394052127e-19
0.353272329353181,1.69664363720552e-19
0.3539238111817,1.69880971444162e-19
0.354576494430588,1.70100214151811e-19
0.355230381315429,1.70322088788341e-19
0.355885474055889,1.70546592314436e-19
0.356541774875728,1.70773721706463e-19
0.357199286002808,1.71003473956327e-19
0.357858009669098,1.71235846071321e-19
0.358517948110685,1.71470835073968e-19
0.359179103567778,1.71708438001881e-19
0.359841478284717,1.71948651907599e-19
0.360505074509983,1.72191473858449e-19
0.361169894496201,1.72436900936387e-19
0.361835940500152,1.72684930237849e-19
0.362503214782778,1.72935558873601e-19
0.363171719609189,1.7318878396859e-19
0.363841457248676,1.73444602661789e-19
0.364512429974712,1.73703012106048e-19
0.365184640064963,1.73964009467945e-19
0.365858089801294,1.74227591927632e-19
0.366532781469782,1.74493756678689e-19
0.367208717360717,1.74762500927968e-19
0.367885899768611,1.75033821895443e-19
0.368564330992212,1.75307716814065e-19
0.369244013334503,1.75584182929605e-19
0.369924949102716,1.75863217500503e-19
0.370607140608338,1.76144817797723e-19
0.371290590167117,1.76428981104598e-19
0.371975300099074,1.76715704716679e-19
0.372661272728506,1.77004985941586e-19
0.373348510383999,1.77296822098859e-19
0.37403701539843,1.77591210519802e-19
0.374726790108981,1.77888148547339e-19
0.375417836857142,1.78187633535856e-19
0.376110157988723,1.78489662851058e-19
0.376803755853859,1.78794233869811e-19
0.377498632807017,1.79101343979999e-19
0.37819479120701,1.79410990580367e-19
0.378892233416998,1.79723171080373e-19
0.379590961804499,1.80037882900039e-19
0.380290978741399,1.80355123469798e-19
0.380992286603956,1.80674890230343e-19
0.381694887772813,1.80997180632479e-19
0.382398784632998,1.81321992136972e-19
0.383103979573944,1.81649322214398e-19
0.383810474989484,1.81979168344991e-19
