Frequency [Hz],CPS microns^2
0.163246007483694,4.5406552989742e-21
0.16354705514188,4.67828984817595e-21
0.163848657972556,4.81558285826575e-21
0.164150816999536,4.95253538560153e-21
0.16445353324852,5.08914848671238e-21
0.164756807747101,5.22542321831016e-21
0.165060641524766,5.36136063730119e-21
0.165365035612901,5.4969618007979e-21
0.165669991044795,5.63222776613048e-21
0.165975508855641,5.76715959085872e-21
0.166281590082542,5.90175833278368e-21
0.166588235764512,6.03602504995954e-21
0.166895446942484,6.16996080070546e-21
0.167203224659308,6.30356664361746e-21
0.167511569959758,6.43684363758032e-21
0.167820483890536,6.56979284177955e-21
0.168129967500271,6.70241531571337e-21
0.168440021839529,6.83471211920483e-21
0.168750647960812,6.96668431241382e-21
0.169061846918564,7.09833295584925e-21
0.169373619769171,7.22965911038122e-21
0.16968596757097,7.36066383725327e-21
0.169998891384249,7.49134819809466e-21
0.17031239227125,7.62171325493277e-21
0.170626471296175,7.75176007020543e-21
0.170941129525188,7.88148970677346e-21
0.17125636802642,8.01090322793322e-21
0.171572187869971,8.14000169742921e-21
0.171888590127914,8.26878617946683e-21
0.172205575874302,8.39725773872514e-21
0.172523146185163,8.52541744036979e-21
0.172841302138516,8.65326635006605e-21
0.173160044814363,8.78080553399201e-21
0.173479375294699,8.90803605885178e-21
0.173799294663516,9.03495899188901e-21
0.174119804006803,9.16157540090056e-21
0.174440904412553,9.28788635425034e-21
0.174762596970765,9.41389292088341e-21
0.175084882773448,9.53959617034044e-21
0.175407762914624,9.66499717277237e-21
0.175731238490334,9.79009699895564e-21
0.176055310598639,9.91489672030778e-21
0.176379980339626,1.00393974089036e-20
0.176705248815411,1.01636001374921e-20
0.177031117130141,1.02875059795141e-20
0.17735758639,1.04111160091211e-20
0.177684657703212,1.05344313011953e-20
0.178012332180044,1.0657452931371e-20
0.178340610932812,1.07801819760578e-20
0.178669495075881,1.09026195124673e-20
0.178998985725674,1.10247666186411e-20
0.179329084000671,1.11466243734841e-20
0.179659791021413,1.12681938568024e-20
0.179991107910512,1.13894761493469e-20
0.180323035792645,1.15104723328669e-20
0.180655575794567,1.16311834901725e-20
0.180988729045109,1.17516107052139e-20
0.181322496675185,1.1871755063178e-20
0.181656879817793,1.1991617650612e-20
0.18199187960802,1.21111995555816e-20
0.18232749718305,1.22305018678757e-20
0.182663733682159,1.23495256792741e-20
0.183000590246728,1.24682720838992e-20
0.183338068020241,1.25867421786751e-20
0.183676168148291,1.27049370639204e-20
0.184014891778584,1.28228578440841e-20
0.184354240060941,1.29405056285879e-20
0.184694214147307,1.30578815326024e-20
0.185034815191747,1.31749866772846e-20
0.185376044350456,1.32918221884277e-20
0.185717902781763,1.34083891916815e-20
0.186060391646131,1.35246888022604e-20
0.186403512106164,1.36407221093562e-20
0.186747265326609,1.37564901618819e-20
0.187091652474361,1.38719939682711e-20
0.187436674718468,1.39872345180129e-20
0.187782333230134,1.41022128150978e-20
0.188128629182722,1.42169299022332e-20
0.188475563751758,1.43313868640956e-20
0.188823138114938,1.44455848154313e-20
0.189171353452128,1.45595248862393e-20
0.189520210945371,1.46732082112101e-20
0.189869711778889,1.47866359243189e-20
0.190219857139088,1.48998091568754e-20
0.190570648214564,1.50127290373142e-20
0.1909220861961,1.51253966916753e-20
0.191274172276681,1.52378132442604e-20
0.191626907651487,1.53499798182582e-20
0.191980293517906,1.54618975362728e-20
0.19233433107553,1.55735675207463e-20
