Frequency [Hz],PSD [m/s^2]^2/Hz
45.9382004909112,4.06656464578903e-12
46.0944528735333,5.73519707933601e-11
46.2507052561555,1.68430963331487e-11
46.4069576387776,7.48069798919708e-11
46.5632100213998,5.11629405910536e-10
46.7194624040219,2.71493969582413e-09
46.8757147866441,1.26358784801922e-09
47.0319671692662,3.88885380952561e-10
47.1882195518884,7.87493519570974e-10
47.3444719345105,1.51546144178381e-10
47.5007243171327,2.24341665432985e-10
47.6569766997548,4.56422918398693e-10
47.813229082377,1.31255721739578e-10
47.9694814649991,7.1059456516522e-10
48.1257338476213,4.65993536413209e-09
48.2819862302434,1.80756717524969e-08
48.4382386128656,3.55276596476504e-08
48.5944909954877,9.44796394951575e-09
48.7507433781099,9.25960177175329e-09
48.906995760732,5.87323793328935e-09
49.0632481433542,9.70790169251792e-10
49.2195005259763,1.29688529653316e-09
49.3757529085984,9.53001105504878e-10
49.5320052912206,3.26379117476504e-10
49.6882576738427,5.51725818175248e-10
49.8445100564649,1.02540634726048e-10
50.000762439087,3.60944563217049e-11
50.1570148217092,2.89269731755514e-11
50.3132672043313,2.52508736722126e-12
50.4695195869535,3.33800866627208e-12
50.6257719695756,7.82397005640527e-12
50.7820243521978,1.17673578182871e-13
50.9382767348199,9.65827993983077e-13
51.0945291174421,6.51348359220648e-10
51.2507815000642,1.39279586634979e-09
51.4070338826864,3.29296382629796e-10
51.5632862653085,1.66114597826058e-10
51.7195386479306,3.98984000622466e-11
51.8757910305528,1.52383238884755e-11
52.0320434131749,1.32124348959694e-11
52.1882957957971,3.81695983872119e-12
52.3445481784192,4.14909757585907e-13
52.5008005610414,4.98874445857068e-13
52.6570529436635,3.03728266562139e-12
52.8133053262857,4.41944226197722e-12
52.9695577089078,9.75846381871367e-12
53.12581009153,1.37502135962902e-11
53.2820624741521,1.55737423031075e-11
53.4383148567743,2.29459038020578e-11
53.5945672393964,7.55184820352455e-12
53.7508196220186,6.14751170747559e-12
53.9070720046407,1.7895215476228e-11
54.0633243872629,1.39957432093574e-11
54.219576769885,1.51838756473827e-12
54.3758291525071,1.95873868735865e-11
54.5320815351293,4.26807583836322e-11
54.6883339177514,3.58771132816894e-11
54.8445863003736,2.61825458050101e-11
55.0008386829957,7.73082798921857e-11
55.1570910656179,5.37055026109186e-11
55.31334344824,4.84139463633618e-12
55.4695958308622,2.55901915778118e-12
55.6258482134843,7.80614669701703e-12
55.7821005961065,1.53792616444036e-11
55.9383529787286,2.20014753501249e-12
56.0946053613508,2.04806675173683e-12
56.2508577439729,6.07578413163799e-12
56.4071101265951,3.45621820296891e-12
56.5633625092172,4.73230124289478e-13
56.7196148918393,6.46557547619623e-13
56.8758672744615,4.90567433945202e-12
57.0321196570836,7.4591138734013e-12
57.1883720397058,6.65020474504096e-13
57.3446244223279,2.75517370097374e-11
57.5008768049501,3.56031646317189e-11
57.6571291875722,1.4911357440462e-11
57.8133815701944,6.22188855822219e-12
57.9696339528165,1.3348257536606e-11
58.1258863354387,3.85509298107178e-11
58.2821387180608,1.46057350302899e-11
58.438391100683,2.05158470651175e-11
58.5946434833051,9.83778191604494e-11
58.7508958659273,7.89411143972227e-11
58.9071482485494,4.12035909634208e-12
59.0634006311716,4.04915314225592e-12
59.2196530137937,3.33262724355823e-13
59.3759053964158,2.24142659731282e-11
59.532157779038,1.40580324681715e-11
59.6884101616601,4.73136383027636e-12
59.8446625442823,1.17533757805171e-12
60.0009149269044,2.1873682278276e-12
60.1571673095266,3.36500991139278e-13
60.3134196921487,7.34717192972508e-12
60.4696720747709,5.62716205945066e-12
60.625924457393,1.20514172005675e-12
60.7821768400152,2.76060552912601e-12
60.9384292226373,1.68284745380434e-12
61.0946816052595,1.55441654566426e-12
61.2509339878816,3.50717009937139e-12
61.4071863705038,1.14959068318651e-12
61.5634387531259,7.12301544414573e-13
61.7196911357481,3.07465323459209e-13
61.8759435183702,3.35153243731165e-13
62.0321959009923,1.88959556993536e-12
62.1884482836145,1.26528494134466e-12
62.3447006662366,1.76794196663309e-12
62.5009530488588,1.00315831705816e-11
62.6572054314809,2.59587668503873e-11
62.8134578141031,1.89144978022753e-11
62.9697101967252,1.19976699616452e-12
63.1259625793474,1.47280828752703e-12
63.2822149619695,3.29071510910973e-12
63.4384673445917,5.72226572696884e-12
63.5947197272138,1.02437248087779e-11
63.750972109836,3.44338652494214e-12
63.9072244924581,1.00374704187287e-11
64.0634768750803,1.8559699411775e-12
64.2197292577024,7.89351101724132e-13
64.3759816403246,1.34379407477334e-12
64.5322340229467,6.76334168382327e-12
64.6884864055688,2.73489236165467e-11
64.844738788191,4.73437531082995e-11
65.0009911708131,6.66814646846472e-11
65.1572435534353,9.6552981562355e-11
65.3134959360574,1.13861739847997e-10
65.4697483186796,5.37608763686124e-11
65.6260007013017,1.23220266369702e-11
65.7822530839239,5.24913623924575e-11
65.938505466546,3.88791556473197e-11
66.0947578491682,1.87425073636542e-11
66.2510102317903,1.74646835698242e-11
66.4072626144125,4.02875702955052e-11
66.5635149970346,4.94140603188552e-11
66.7197673796568,2.90737140087448e-11
66.8760197622789,1.72475009988114e-11
67.032272144901,1.05117267389015e-12
67.1885245275232,3.94144035242916e-12
67.3447769101453,6.62296520234637e-12
67.5010292927675,2.56292531603858e-11
67.6572816753896,2.12705567669816e-12
67.8135340580118,2.14508139299824e-12
67.9697864406339,4.33673068674858e-12
68.1260388232561,2.11601846869487e-11
68.2822912058782,1.58180017523137e-11
68.4385435885004,1.40728349340521e-11
68.5947959711225,2.25297138376366e-11
68.7510483537447,1.10669260696628e-10
68.9073007363668,1.88773471731478e-10
69.063553118989,2.1122938166967e-11
69.2198055016111,3.79835196400594e-12
69.3760578842332,5.61990703124976e-12
69.5323102668554,9.25997087660309e-12
69.6885626494775,1.56832622016241e-12
69.8448150320997,2.6064024130258e-13
70.0010674147218,5.60829343924994e-12
70.157319797344,8.57758586169422e-12
70.3135721799661,4.12264647124059e-12
70.4698245625883,2.61353542804325e-13
70.6260769452104,3.22225953715064e-12
70.7823293278326,3.17926469421645e-12
70.9385817104547,1.57677219466739e-12
71.0948340930769,8.89686089228364e-12
71.251086475699,2.41348648500427e-12
71.4073388583212,2.61106259087235e-13
71.5635912409433,2.28401373342253e-13
71.7198436235655,1.79209719252878e-12
71.8760960061876,1.01310515151122e-11
72.0323483888098,3.60439660083782e-12
72.1886007714319,3.09477374302707e-12
72.344853154054,4.98091800835455e-12
72.5011055366762,4.39245646007201e-12
72.6573579192983,2.0479028566696e-12
72.8136103019205,7.42390320797761e-13
72.9698626845426,8.86385344622504e-13
73.1261150671648,4.55911810471274e-12
73.2823674497869,4.49068766509648e-12
73.4386198324091,2.80302665035674e-13
73.5948722150312,5.643967738853e-12
73.7511245976534,2.42144733445629e-12
73.9073769802755,4.95182696156656e-13
74.0636293628977,8.53648162051945e-13
74.2198817455198,1.68743861237762e-12
74.376134128142,3.00227952434138e-12
74.5323865107641,5.26687003685224e-12
74.6886388933862,4.65242362509686e-12
74.8448912760084,1.01939829610521e-12
75.0011436586305,6.09078797691135e-12
75.1573960412527,1.75306562598498e-12
75.3136484238748,8.27482133207426e-12
75.469900806497,1.38937829389946e-11
75.6261531891191,1.38206785286015e-11
75.7824055717413,2.53592500674563e-12
75.9386579543634,2.84268281066529e-12
76.0949103369856,2.64768980200595e-13
76.2511627196077,4.27353203765263e-12
76.4074151022299,1.23715717659345e-12
76.563667484852,1.91528414122782e-13
76.7199198674742,2.52012717230479e-11
76.8761722500963,4.41077096389417e-11
77.0324246327184,7.83847085974236e-12
77.1886770153406,7.82971219913265e-12
77.3449293979627,2.60503679253315e-13
77.5011817805849,1.42846617620393e-12
77.657434163207,1.74980964341092e-12
77.8136865458292,1.84374971938007e-12
77.9699389284513,1.96888672287649e-12
78.1261913110735,1.37504220722181e-12
78.2824436936956,1.11440215573837e-13
78.4386960763178,1.26296723259093e-13
